end_date,id,instructions,is_full,start_date
2020-04-22 01:00:00,1444423,,False,2020-04-21 23:00:00
2020-04-19 01:00:00,1452951,,False,2020-04-18 21:30:00
2020-04-22 01:00:00,1452946,,False,2020-04-21 17:00:00
2020-05-01 00:30:00,1455001,,False,2020-04-30 22:30:00
2020-04-23 17:45:00,1459961,,False,2020-04-23 17:00:00
2020-05-14 18:00:00,1461781,,False,2020-05-14 17:00:00
2020-05-28 18:00:00,1461783,,False,2020-05-28 17:00:00
2020-07-30 18:00:00,1461792,,False,2020-07-30 17:00:00
2020-05-07 18:00:00,1461780,,False,2020-05-07 17:00:00
2020-05-21 18:00:00,1461782,,False,2020-05-21 17:00:00
2020-06-04 18:00:00,1461784,,False,2020-06-04 17:00:00
2020-06-11 18:00:00,1461785,,False,2020-06-11 17:00:00
2020-06-18 18:00:00,1461786,,False,2020-06-18 17:00:00
2020-06-25 18:00:00,1461787,,False,2020-06-25 17:00:00
2020-07-02 18:00:00,1461788,,False,2020-07-02 17:00:00
2020-07-09 18:00:00,1461789,,False,2020-07-09 17:00:00
2020-07-16 18:00:00,1461790,,False,2020-07-16 17:00:00
2020-07-23 18:00:00,1461791,,False,2020-07-23 17:00:00
2020-04-23 18:45:00,1460159,,False,2020-04-23 18:00:00
2020-05-29 01:00:00,1496536,,False,2020-05-28 23:00:00
